Title,Number,URL,Price,EvaluationClass,Genre
Uacj Corp,5741,https://walletinvestor.com//tse-stock-forecast/5741-stock-prediction,,,
House Foods Group Inc,2810,https://walletinvestor.com//tse-stock-forecast/2810-stock-prediction,"3,114.0",上出来,食料品
Japan Electronic Materials Corp,6855,https://walletinvestor.com//tse-stock-forecast/6855-stock-prediction,"2,500",悪い,電気機器
Kasumigaseki Capital Co Ltd,3498,https://walletinvestor.com//tse-stock-forecast/3498-stock-prediction,"16,750",上出来,不動産業
Maruha Nichiro Corp,1333,https://walletinvestor.com//tse-stock-forecast/1333-stock-prediction,"3,031.0",悪い,水産・農林業
Cybozu Inc,4776,https://walletinvestor.com//tse-stock-forecast/4776-stock-prediction,"1,760",悪い,情報・通信業
Hirogin Holdings Inc,7337,https://walletinvestor.com//tse-stock-forecast/7337-stock-prediction,"1,116.5",上出来,銀行業
Daiichikosho Co Ltd,7458,https://walletinvestor.com//tse-stock-forecast/7458-stock-prediction,"1,950.0",上出来,卸売業
Amvis Holdings Inc.,7071,https://walletinvestor.com//tse-stock-forecast/7071-stock-prediction,"2,384",上出来,サービス業
Laboro.AI Inc.,5586,https://walletinvestor.com//tse-stock-forecast/5586-stock-prediction,"1,848",上出来,情報・通信業
Pacific Metals Co. Ltd.,5541,https://walletinvestor.com//tse-stock-forecast/5541-stock-prediction,"1,316",上出来,鉄鋼
Nippon Shokubai Co Ltd,4114,https://walletinvestor.com//tse-stock-forecast/4114-stock-prediction,"6,024",悪い,化学
BeNextYumeshin Group Co,2154,https://walletinvestor.com//tse-stock-forecast/2154-stock-prediction,"2,027",上出来,サービス業
Kanamoto Co Ltd,9678,https://walletinvestor.com//tse-stock-forecast/9678-stock-prediction,"2,682",上出来,サービス業
GDEP ADVANCE,5885,https://walletinvestor.com//tse-stock-forecast/5885-stock-prediction,"13,520",上出来,卸売業
EcoNaviSta Inc.,5585,https://walletinvestor.com//tse-stock-forecast/5585-stock-prediction,"2,512",上出来,情報・通信業
Resorttrust Inc,4681,https://walletinvestor.com//tse-stock-forecast/4681-stock-prediction,"2,660.0",上出来,サービス業
Autobacs Seven Co Ltd,9832,https://walletinvestor.com//tse-stock-forecast/9832-stock-prediction,"1,649.0",普通,卸売業
Japan Elevator Service Holdings Co Ltd,6544,https://walletinvestor.com//tse-stock-forecast/6544-stock-prediction,"2,509",上出来,サービス業
Hokkaido Electric Power Co Inc,9509,https://walletinvestor.com//tse-stock-forecast/9509-stock-prediction,824.1,上出来,電気・ガス
Yamato Kogyo Co Ltd,5444,https://walletinvestor.com//tse-stock-forecast/5444-stock-prediction,"8,865",上出来,鉄鋼
Onward Holdings Co Ltd,8016,https://walletinvestor.com//tse-stock-forecast/8016-stock-prediction,532,上出来,繊維製品
SKY Perfect JSAT Holdings Inc.,9412,https://walletinvestor.com//tse-stock-forecast/9412-stock-prediction,"1,047",上出来,情報・通信業
Creek & River Co Ltd,4763,https://walletinvestor.com//tse-stock-forecast/4763-stock-prediction,"1,939",上出来,サービス業
Towa Pharmaceutical Co Ltd,4553,https://walletinvestor.com//tse-stock-forecast/4553-stock-prediction,"2,964",上出来,医薬品
GMO Click Holdings Inc,7177,https://walletinvestor.com//tse-stock-forecast/7177-stock-prediction,,,
Nippon Chemi-Con Corp,6997,https://walletinvestor.com//tse-stock-forecast/6997-stock-prediction,"1,437",悪い,電気機器
Listed Index Fund US Equity,1547,https://walletinvestor.com//tse-stock-forecast/1547-stock-prediction,,,
TOPIX Bear -2x ETF,1356,https://walletinvestor.com//tse-stock-forecast/1356-stock-prediction,,,
NPC Inc Japan,6255,https://walletinvestor.com//tse-stock-forecast/6255-stock-prediction,784,上出来,機械
Monogatari Corp,3097,https://walletinvestor.com//tse-stock-forecast/3097-stock-prediction,"4,660",上出来,小売業
Appier Group Inc,4180,https://walletinvestor.com//tse-stock-forecast/4180-stock-prediction,"1,618",上出来,情報・通信業
Toho Gas Co Ltd,9533,https://walletinvestor.com//tse-stock-forecast/9533-stock-prediction,"3,310.0",悪い,電気・ガス
Maruichi Steel Tube Ltd,5463,https://walletinvestor.com//tse-stock-forecast/5463-stock-prediction,"4,080",上出来,鉄鋼
monoAI technology Co.Ltd.,5240,https://walletinvestor.com//tse-stock-forecast/5240-stock-prediction,594,上出来,情報・通信業
Hokuriku Electric Power Co,9505,https://walletinvestor.com//tse-stock-forecast/9505-stock-prediction,790.0,上出来,電気・ガス
Goldwin Inc,8111,https://walletinvestor.com//tse-stock-forecast/8111-stock-prediction,"9,680",普通,繊維製品
Sotetsu Holdings Inc,9003,https://walletinvestor.com//tse-stock-forecast/9003-stock-prediction,"2,817.0",上出来,陸運業
Veltra Corp,7048,https://walletinvestor.com//tse-stock-forecast/7048-stock-prediction,492,上出来,サービス業
Suzuken Co Ltd,9987,https://walletinvestor.com//tse-stock-forecast/9987-stock-prediction,"4,614",悪い,卸売業
PHC Holdings Corp,6523,https://walletinvestor.com//tse-stock-forecast/6523-stock-prediction,"1,319",悪い,電気機器
Gurunavi Inc,2440,https://walletinvestor.com//tse-stock-forecast/2440-stock-prediction,303,上出来,サービス業
Macnica Fuji Electronics Holdings Inc,3132,https://walletinvestor.com//tse-stock-forecast/3132-stock-prediction,"7,578",上出来,卸売業
Digital Arts Inc,2326,https://walletinvestor.com//tse-stock-forecast/2326-stock-prediction,"4,330",上出来,情報・通信業
Nomura Co Ltd,9716,https://walletinvestor.com//tse-stock-forecast/9716-stock-prediction,905,上出来,サービス業
Land Co Ltd,8918,https://walletinvestor.com//tse-stock-forecast/8918-stock-prediction,7,悪い,不動産業
Seikitokyu Kogyo,1898,https://walletinvestor.com//tse-stock-forecast/1898-stock-prediction,"1,948",上出来,建設業
H2O Retailing Corp,8242,https://walletinvestor.com//tse-stock-forecast/8242-stock-prediction,"1,931",上出来,小売業
DIC Corp,4631,https://walletinvestor.com//tse-stock-forecast/4631-stock-prediction,"2,971.0",上出来,化学
Fuji Seal International Inc,7864,https://walletinvestor.com//tse-stock-forecast/7864-stock-prediction,"1,964",上出来,その他製品
Torex Semiconductor Ltd,6616,https://walletinvestor.com//tse-stock-forecast/6616-stock-prediction,"1,801",悪い,電気機器
QD Laser Inc.,6613,https://walletinvestor.com//tse-stock-forecast/6613-stock-prediction,544,悪い,電気機器
Jig-Saw Inc,3914,https://walletinvestor.com//tse-stock-forecast/3914-stock-prediction,,,
Nippon REIT Investment Corp,3296,https://walletinvestor.com//tse-stock-forecast/3296-stock-prediction,,,
Seino Holdings Co Ltd,9076,https://walletinvestor.com//tse-stock-forecast/9076-stock-prediction,"2,153.5",悪い,陸運業
Futaba Corp,6986,https://walletinvestor.com//tse-stock-forecast/6986-stock-prediction,518,上出来,電気機器
Nishi-Nippon Financial Holdings Inc,7189,https://walletinvestor.com//tse-stock-forecast/7189-stock-prediction,"1,934",普通,銀行業
Chiyoda Corp.,6366,https://walletinvestor.com//tse-stock-forecast/6366-stock-prediction,398,上出来,建設業
JVC Kenwood Corp,6632,https://walletinvestor.com//tse-stock-forecast/6632-stock-prediction,929,悪い,電気機器
Ya-Man Ltd,6630,https://walletinvestor.com//tse-stock-forecast/6630-stock-prediction,988,悪い,電気機器
Media Do Co Ltd,3678,https://walletinvestor.com//tse-stock-forecast/3678-stock-prediction,"1,477",悪い,情報・通信業
OpenWork Inc.,5139,https://walletinvestor.com//tse-stock-forecast/5139-stock-prediction,716,上出来,情報・通信業
Pasona Group Inc,2168,https://walletinvestor.com//tse-stock-forecast/2168-stock-prediction,"2,809",悪い,サービス業
Mori Hills Reit Investment Corp,3234,https://walletinvestor.com//tse-stock-forecast/3234-stock-prediction,,,
Shochiku Co Ltd,9601,https://walletinvestor.com//tse-stock-forecast/9601-stock-prediction,"9,979",悪い,情報・通信業
Sankyo Co Ltd,6417,https://walletinvestor.com//tse-stock-forecast/6417-stock-prediction,"1,699.0",上出来,機械
Obic Business Consultants Co Ltd,4733,https://walletinvestor.com//tse-stock-forecast/4733-stock-prediction,"7,108",上出来,情報・通信業
Riso Kyoiku Co Ltd,4714,https://walletinvestor.com//tse-stock-forecast/4714-stock-prediction,224,上出来,サービス業
Royal Holdings Co Ltd,8179,https://walletinvestor.com//tse-stock-forecast/8179-stock-prediction,"2,483",上出来,小売業
Sanyo Denki Co Ltd,6516,https://walletinvestor.com//tse-stock-forecast/6516-stock-prediction,"7,140",悪い,電気機器
Heiwa Real Estate Co. Ltd.,8803,https://walletinvestor.com//tse-stock-forecast/8803-stock-prediction,"4,005",上出来,不動産業
SOSiLA Logistics REIT Inc,2979,https://walletinvestor.com//tse-stock-forecast/2979-stock-prediction,,,
Maruka Furusato Corp,7128,https://walletinvestor.com//tse-stock-forecast/7128-stock-prediction,"2,191",悪い,卸売業
Healios K K,4593,https://walletinvestor.com//tse-stock-forecast/4593-stock-prediction,,,
S Foods Inc,2292,https://walletinvestor.com//tse-stock-forecast/2292-stock-prediction,"3,370",悪い,食料品
TRYT Inc.,9164,https://walletinvestor.com//tse-stock-forecast/9164-stock-prediction,685,上出来,サービス業
Gift Inc,9279,https://walletinvestor.com//tse-stock-forecast/9279-stock-prediction,"3,525",上出来,小売業
MegaChips Corp,6875,https://walletinvestor.com//tse-stock-forecast/6875-stock-prediction,"3,910",悪い,電気機器
ImageOne Co Ltd,2667,https://walletinvestor.com//tse-stock-forecast/2667-stock-prediction,,,
Orchestra Holdings Inc,6533,https://walletinvestor.com//tse-stock-forecast/6533-stock-prediction,952,上出来,サービス業
Fuji Media Holdings Inc,4676,https://walletinvestor.com//tse-stock-forecast/4676-stock-prediction,"1,820.0",普通,情報・通信業
Asahi Organic Chemicals Industry Co Ltd,4216,https://walletinvestor.com//tse-stock-forecast/4216-stock-prediction,"5,240",上出来,化学
Kamigumi Co Ltd,9364,https://walletinvestor.com//tse-stock-forecast/9364-stock-prediction,"3,370.0",普通,倉庫・運輸
FP PARTNER INC,7388,https://walletinvestor.com//tse-stock-forecast/7388-stock-prediction,"6,500",上出来,保険業
Kanematsu Corp,8020,https://walletinvestor.com//tse-stock-forecast/8020-stock-prediction,"2,575",普通,卸売業
Nippon Light Metal Holdings Co.,5703,https://walletinvestor.com//tse-stock-forecast/5703-stock-prediction,"1,846",上出来,非鉄金属
Nikkon Holdings Co Ltd,9072,https://walletinvestor.com//tse-stock-forecast/9072-stock-prediction,"3,050.0",上出来,陸運業
Information Services International-Dentsu Ltd,4812,https://walletinvestor.com//tse-stock-forecast/4812-stock-prediction,"4,930",上出来,情報・通信業
Daiwabo Holdings Co Ltd,3107,https://walletinvestor.com//tse-stock-forecast/3107-stock-prediction,"2,549.5",上出来,卸売業
CareNet Inc,2150,https://walletinvestor.com//tse-stock-forecast/2150-stock-prediction,663,悪い,サービス業
Nishi-Nippon Railroad Co Ltd,9031,https://walletinvestor.com//tse-stock-forecast/9031-stock-prediction,"2,512.5",悪い,陸運業
KH Neochem Co Ltd,4189,https://walletinvestor.com//tse-stock-forecast/4189-stock-prediction,"2,226",上出来,化学
Japan Data Science Consortium Co.Ltd.,4418,https://walletinvestor.com//tse-stock-forecast/4418-stock-prediction,,,
Tsumura & Co,4540,https://walletinvestor.com//tse-stock-forecast/4540-stock-prediction,"3,847",悪い,医薬品
Toyo Gosei Co Ltd,4970,https://walletinvestor.com//tse-stock-forecast/4970-stock-prediction,"9,650",悪い,化学
MEC Co Ltd,4971,https://walletinvestor.com//tse-stock-forecast/4971-stock-prediction,"4,150",上出来,化学
Tay Two Co Ltd,7610,https://walletinvestor.com//tse-stock-forecast/7610-stock-prediction,121,上出来,小売業
Daido Steel Co Ltd,5471,https://walletinvestor.com//tse-stock-forecast/5471-stock-prediction,"1,817.0",普通,鉄鋼
Cuorips Inc.,4894,https://walletinvestor.com//tse-stock-forecast/4894-stock-prediction,"3,435",悪い,医薬品
CRE Logistics REIT Inc,3487,https://walletinvestor.com//tse-stock-forecast/3487-stock-prediction,,,
Japan Display Inc,6740,https://walletinvestor.com//tse-stock-forecast/6740-stock-prediction,22,上出来,電気機器
Kokuyo Co Ltd,7984,https://walletinvestor.com//tse-stock-forecast/7984-stock-prediction,"2,505.5",普通,その他製品
Japaniace Co.Ltd.,9558,https://walletinvestor.com//tse-stock-forecast/9558-stock-prediction,"3,290",上出来,サービス業
Kinden Corp,1944,https://walletinvestor.com//tse-stock-forecast/1944-stock-prediction,"2,706.5",普通,建設業
Kohoku Kogyo CO.LTD.,6524,https://walletinvestor.com//tse-stock-forecast/6524-stock-prediction,"5,100",上出来,電気機器
Eiken Chemical Co Ltd,4549,https://walletinvestor.com//tse-stock-forecast/4549-stock-prediction,"1,971",悪い,医薬品
Vector Inc,6058,https://walletinvestor.com//tse-stock-forecast/6058-stock-prediction,"1,172",普通,サービス業
EDP Corporation,7794,https://walletinvestor.com//tse-stock-forecast/7794-stock-prediction,"1,370",悪い,その他製品
I-mobile Co Ltd,6535,https://walletinvestor.com//tse-stock-forecast/6535-stock-prediction,404,上出来,サービス業
Askul Corp,2678,https://walletinvestor.com//tse-stock-forecast/2678-stock-prediction,"2,137",上出来,小売業
Toda Kogyo Corp,4100,https://walletinvestor.com//tse-stock-forecast/4100-stock-prediction,"1,816",悪い,化学
GMO Financial Gate Inc.,4051,https://walletinvestor.com//tse-stock-forecast/4051-stock-prediction,"8,970",上出来,情報・通信業
Hearts United Group Co Ltd,3676,https://walletinvestor.com//tse-stock-forecast/3676-stock-prediction,971,悪い,情報・通信業
Nakanishi Inc,7716,https://walletinvestor.com//tse-stock-forecast/7716-stock-prediction,"2,338",悪い,精密機器
Star Asia Investment Corp,3468,https://walletinvestor.com//tse-stock-forecast/3468-stock-prediction,,,
Oisix Inc,3182,https://walletinvestor.com//tse-stock-forecast/3182-stock-prediction,,,
Samty Co Ltd,3244,https://walletinvestor.com//tse-stock-forecast/3244-stock-prediction,,,
NPR-RIKEN CORP,6209,https://walletinvestor.com//tse-stock-forecast/6209-stock-prediction,,,
HPC Systems Inc .,6597,https://walletinvestor.com//tse-stock-forecast/6597-stock-prediction,"2,577",上出来,電気機器
LaSalle Logiport REIT,3466,https://walletinvestor.com//tse-stock-forecast/3466-stock-prediction,,,
Benesse Holdings,9783,https://walletinvestor.com//tse-stock-forecast/9783-stock-prediction,"2,585.0",悪い,サービス業
Japan Excellent Inc,8987,https://walletinvestor.com//tse-stock-forecast/8987-stock-prediction,,,
Aeon Reit Investment Corp,3292,https://walletinvestor.com//tse-stock-forecast/3292-stock-prediction,,,
Like Co Ltd,2462,https://walletinvestor.com//tse-stock-forecast/2462-stock-prediction,"1,626",上出来,サービス業
Morinaga & Co Ltd,2201,https://walletinvestor.com//tse-stock-forecast/2201-stock-prediction,"2,662.5",上出来,食料品
Nichias Corp,5393,https://walletinvestor.com//tse-stock-forecast/5393-stock-prediction,"4,045",上出来,ガラス・土石
Chugoku Marine Paints Ltd,4617,https://walletinvestor.com//tse-stock-forecast/4617-stock-prediction,"2,252",上出来,化学
Koa Corp,6999,https://walletinvestor.com//tse-stock-forecast/6999-stock-prediction,"1,484",悪い,電気機器
Medpeer Inc,6095,https://walletinvestor.com//tse-stock-forecast/6095-stock-prediction,703,悪い,サービス業
Daiwa Japan TOPIX Leveraged,1367,https://walletinvestor.com//tse-stock-forecast/1367-stock-prediction,,,
Double Standard Inc,3925,https://walletinvestor.com//tse-stock-forecast/3925-stock-prediction,"1,894",上出来,情報・通信業
Fukuyama Transporting Co Ltd,9075,https://walletinvestor.com//tse-stock-forecast/9075-stock-prediction,"3,685",悪い,陸運業
Nippon Kodoshi Corp,3891,https://walletinvestor.com//tse-stock-forecast/3891-stock-prediction,"1,892",悪い,パルプ・紙
FP Corp,7947,https://walletinvestor.com//tse-stock-forecast/7947-stock-prediction,"2,722.0",上出来,化学
UUUM Co Ltd,3990,https://walletinvestor.com//tse-stock-forecast/3990-stock-prediction,,,
Tokyu Construction,1720,https://walletinvestor.com//tse-stock-forecast/1720-stock-prediction,849,上出来,建設業
Tosho Co Ltd,8920,https://walletinvestor.com//tse-stock-forecast/8920-stock-prediction,760,上出来,サービス業
Tomen Devices Corp,2737,https://walletinvestor.com//tse-stock-forecast/2737-stock-prediction,"6,900",悪い,卸売業
Nissha Printing Co Ltd,7915,https://walletinvestor.com//tse-stock-forecast/7915-stock-prediction,"1,451",上出来,その他製品
Fujitec Co Ltd,6406,https://walletinvestor.com//tse-stock-forecast/6406-stock-prediction,"3,937",上出来,機械
Enplas Corp,6961,https://walletinvestor.com//tse-stock-forecast/6961-stock-prediction,"7,500",悪い,電気機器
EDGE Technology Inc.,4268,https://walletinvestor.com//tse-stock-forecast/4268-stock-prediction,650,悪い,情報・通信業
Daishinku Corp,6962,https://walletinvestor.com//tse-stock-forecast/6962-stock-prediction,810,悪い,電気機器
Fuji Oil Co Ltd,2607,https://walletinvestor.com//tse-stock-forecast/2607-stock-prediction,"2,607.0",上出来,食料品
Prima Meat Packers Ltd,2281,https://walletinvestor.com//tse-stock-forecast/2281-stock-prediction,"2,334",上出来,食料品
Fullcast Holdings Co. Ltd.,4848,https://walletinvestor.com//tse-stock-forecast/4848-stock-prediction,"1,431",悪い,サービス業
Hokuetsu Kishu Paper Co. Ltd.,3865,https://walletinvestor.com//tse-stock-forecast/3865-stock-prediction,"2,371",上出来,パルプ・紙
Kumagai Gumi,1861,https://walletinvestor.com//tse-stock-forecast/1861-stock-prediction,"4,255",上出来,建設業
Leopalace21 Corp,8848,https://walletinvestor.com//tse-stock-forecast/8848-stock-prediction,498,上出来,不動産業
Aoki Holdings Inc,8214,https://walletinvestor.com//tse-stock-forecast/8214-stock-prediction,"1,160",上出来,小売業
Kotobuki Spirits Co Ltd,2222,https://walletinvestor.com//tse-stock-forecast/2222-stock-prediction,"1,960.5",上出来,食料品
Bizmates Inc.,9345,https://walletinvestor.com//tse-stock-forecast/9345-stock-prediction,"1,282",悪い,サービス業
Modec Inc,6269,https://walletinvestor.com//tse-stock-forecast/6269-stock-prediction,"3,070",普通,機械
MCJ Co Ltd,6670,https://walletinvestor.com//tse-stock-forecast/6670-stock-prediction,"1,396",上出来,電気機器
Komehyo Co Ltd,2780,https://walletinvestor.com//tse-stock-forecast/2780-stock-prediction,"3,765",上出来,小売業
Beauty Garage Inc,3180,https://walletinvestor.com//tse-stock-forecast/3180-stock-prediction,"2,327",上出来,卸売業
Medical Data Vision Co Ltd,3902,https://walletinvestor.com//tse-stock-forecast/3902-stock-prediction,575,悪い,情報・通信業
Techno Horizon Holdings Co Ltd,6629,https://walletinvestor.com//tse-stock-forecast/6629-stock-prediction,515,上出来,電気機器
Kyudenko Corp,1959,https://walletinvestor.com//tse-stock-forecast/1959-stock-prediction,"6,360",上出来,建設業
Yellow Hat Ltd,9882,https://walletinvestor.com//tse-stock-forecast/9882-stock-prediction,"1,930",普通,卸売業
Meidensha Corp.,6508,https://walletinvestor.com//tse-stock-forecast/6508-stock-prediction,"2,816",上出来,電気機器
Rengo Co Ltd,3941,https://walletinvestor.com//tse-stock-forecast/3941-stock-prediction,"1,169.5",上出来,パルプ・紙
Tsubaki Nakashima Co Ltd,6464,https://walletinvestor.com//tse-stock-forecast/6464-stock-prediction,810,上出来,機械
Infocom Corp,4348,https://walletinvestor.com//tse-stock-forecast/4348-stock-prediction,"2,795",上出来,情報・通信業
Mitsubishi Shokuhin Co Ltd,7451,https://walletinvestor.com//tse-stock-forecast/7451-stock-prediction,"5,580",上出来,卸売業
Sparx Group Co Ltd,8739,https://walletinvestor.com//tse-stock-forecast/8739-stock-prediction,,,
Edion Corp,2730,https://walletinvestor.com//tse-stock-forecast/2730-stock-prediction,"1,551",普通,小売業
Ichigo Office REIT Investment Corp,8975,https://walletinvestor.com//tse-stock-forecast/8975-stock-prediction,,,
Ariake Japan Co Ltd,2815,https://walletinvestor.com//tse-stock-forecast/2815-stock-prediction,"5,350",上出来,食料品
Septeni Holdings Co Ltd,4293,https://walletinvestor.com//tse-stock-forecast/4293-stock-prediction,,,
Sanbio Company Limited,4592,https://walletinvestor.com//tse-stock-forecast/4592-stock-prediction,510,悪い,医薬品
Tokyotokeiba Co Ltd,9672,https://walletinvestor.com//tse-stock-forecast/9672-stock-prediction,"4,480",悪い,サービス業
Inabata & Co Ltd,8098,https://walletinvestor.com//tse-stock-forecast/8098-stock-prediction,"3,250",上出来,卸売業
Kaken Pharmaceutical Co Ltd,4521,https://walletinvestor.com//tse-stock-forecast/4521-stock-prediction,"3,595.0",悪い,医薬品
Atrae Inc,6194,https://walletinvestor.com//tse-stock-forecast/6194-stock-prediction,441,上出来,サービス業
Kameda Seika Co Ltd,2220,https://walletinvestor.com//tse-stock-forecast/2220-stock-prediction,"4,265",上出来,食料品
Asukanet Co Ltd,2438,https://walletinvestor.com//tse-stock-forecast/2438-stock-prediction,717,悪い,サービス業
Sanoh Industrial Co Ltd,6584,https://walletinvestor.com//tse-stock-forecast/6584-stock-prediction,"1,127",上出来,輸送用機器
Elecom Co Ltd,6750,https://walletinvestor.com//tse-stock-forecast/6750-stock-prediction,"1,569",上出来,電気機器
CUC Inc.,9158,https://walletinvestor.com//tse-stock-forecast/9158-stock-prediction,"2,656",悪い,サービス業
Takara Bio Inc,4974,https://walletinvestor.com//tse-stock-forecast/4974-stock-prediction,981,悪い,化学
Sigmaxyz Inc,6088,https://walletinvestor.com//tse-stock-forecast/6088-stock-prediction,"1,716",上出来,サービス業
Milbon Co Ltd,4919,https://walletinvestor.com//tse-stock-forecast/4919-stock-prediction,"3,171.0",上出来,化学
Oki Electric Industry Co. Ltd.,6703,https://walletinvestor.com//tse-stock-forecast/6703-stock-prediction,"1,164",上出来,電気機器
Tomy Co Ltd,7867,https://walletinvestor.com//tse-stock-forecast/7867-stock-prediction,"2,848.5",上出来,その他製品
Toyobo Co. Ltd.,3101,https://walletinvestor.com//tse-stock-forecast/3101-stock-prediction,"1,164",悪い,繊維製品
Ai Inside Inc,4488,https://walletinvestor.com//tse-stock-forecast/4488-stock-prediction,"7,850",上出来,情報・通信業
V Technology Co Ltd,7717,https://walletinvestor.com//tse-stock-forecast/7717-stock-prediction,"2,508",悪い,精密機器
Endo Lighting Corp,6932,https://walletinvestor.com//tse-stock-forecast/6932-stock-prediction,"1,551",上出来,電気機器
Arisawa Mfg Co Ltd,5208,https://walletinvestor.com//tse-stock-forecast/5208-stock-prediction,"1,177",悪い,化学
Ishihara Sangyo Kaisha Ltd,4028,https://walletinvestor.com//tse-stock-forecast/4028-stock-prediction,"1,699",上出来,化学
Yaoko Co Ltd,8279,https://walletinvestor.com//tse-stock-forecast/8279-stock-prediction,"9,322",普通,小売業
Prime Strategy Co. Ltd.,5250,https://walletinvestor.com//tse-stock-forecast/5250-stock-prediction,"1,692",上出来,情報・通信業
Enjin Co. Ltd.,7370,https://walletinvestor.com//tse-stock-forecast/7370-stock-prediction,"1,075",悪い,サービス業
Kandenko Co Ltd,1942,https://walletinvestor.com//tse-stock-forecast/1942-stock-prediction,"1,736",上出来,建設業
Central Glass Co Ltd,4044,https://walletinvestor.com//tse-stock-forecast/4044-stock-prediction,"2,888",悪い,化学
Carta Holdings Inc,3688,https://walletinvestor.com//tse-stock-forecast/3688-stock-prediction,"1,589",悪い,情報・通信業
IPS Inc,4390,https://walletinvestor.com//tse-stock-forecast/4390-stock-prediction,"2,471",普通,情報・通信業
Tamai Steamship Co Ltd,9127,https://walletinvestor.com//tse-stock-forecast/9127-stock-prediction,"1,969",悪い,海運業
Shindengen Electric Manufacturing Co Ltd,6844,https://walletinvestor.com//tse-stock-forecast/6844-stock-prediction,"3,170",悪い,電気機器
NOK Corp,7240,https://walletinvestor.com//tse-stock-forecast/7240-stock-prediction,"2,095.0",上出来,輸送用機器
Taoka Chemical Co Ltd,4113,https://walletinvestor.com//tse-stock-forecast/4113-stock-prediction,840,上出来,化学
Japan Business Systems Inc.,5036,https://walletinvestor.com//tse-stock-forecast/5036-stock-prediction,"1,388",上出来,情報・通信業
BELLSYSTEM24 Holdings Inc,6183,https://walletinvestor.com//tse-stock-forecast/6183-stock-prediction,"1,570",悪い,サービス業
Seiren Co Ltd,3569,https://walletinvestor.com//tse-stock-forecast/3569-stock-prediction,"2,738",上出来,繊維製品
Science-Arts Inc.,4412,https://walletinvestor.com//tse-stock-forecast/4412-stock-prediction,650,悪い,情報・通信業
Enbio Holdings Inc,6092,https://walletinvestor.com//tse-stock-forecast/6092-stock-prediction,595,悪い,サービス業
Yamaguchi Financial Group Inc,8418,https://walletinvestor.com//tse-stock-forecast/8418-stock-prediction,"1,588.0",上出来,銀行業
Daiwa Japan Nikkei225 Inverse,1456,https://walletinvestor.com//tse-stock-forecast/1456-stock-prediction,,,
Meitec Corp,9744,https://walletinvestor.com//tse-stock-forecast/9744-stock-prediction,"3,050.0",上出来,サービス業
Ns Solutions Corp,2327,https://walletinvestor.com//tse-stock-forecast/2327-stock-prediction,"5,040",上出来,情報・通信業
Sumitomo Riko Co Ltd,5191,https://walletinvestor.com//tse-stock-forecast/5191-stock-prediction,"1,356",上出来,ゴム製品
Hakudo Co Ltd,7637,https://walletinvestor.com//tse-stock-forecast/7637-stock-prediction,"2,628",悪い,卸売業
Nhk Spring Co Ltd,5991,https://walletinvestor.com//tse-stock-forecast/5991-stock-prediction,"1,488.0",上出来,金属製品
Exedy Corp,7278,https://walletinvestor.com//tse-stock-forecast/7278-stock-prediction,"3,085",上出来,輸送用機器
Melco Holdings Inc,6676,https://walletinvestor.com//tse-stock-forecast/6676-stock-prediction,"3,625",悪い,電気機器
OXIDE Corporation,6521,https://walletinvestor.com//tse-stock-forecast/6521-stock-prediction,"2,655",悪い,電気機器
The 77 Bank Ltd,8341,https://walletinvestor.com//tse-stock-forecast/8341-stock-prediction,"4,045",上出来,銀行業
Nittan Valve Co Ltd,6493,https://walletinvestor.com//tse-stock-forecast/6493-stock-prediction,383,上出来,輸送用機器
Mitsubishi Estate Logistics REIT Investment Corp,3481,https://walletinvestor.com//tse-stock-forecast/3481-stock-prediction,,,
Japan Investment Adviser Co Ltd,7172,https://walletinvestor.com//tse-stock-forecast/7172-stock-prediction,"1,039",上出来,証券・商品
Hachijuni Bank Ltd,8359,https://walletinvestor.com//tse-stock-forecast/8359-stock-prediction,"1,034.5",悪い,銀行業
Heiwa Corp,6412,https://walletinvestor.com//tse-stock-forecast/6412-stock-prediction,"2,056",悪い,機械
Insource Co Ltd,6200,https://walletinvestor.com//tse-stock-forecast/6200-stock-prediction,909,上出来,サービス業
Itoham Yonekyu Holdings Inc,2296,https://walletinvestor.com//tse-stock-forecast/2296-stock-prediction,"4,240",悪い,食料品
Fuji Kyuko Co Ltd,9010,https://walletinvestor.com//tse-stock-forecast/9010-stock-prediction,"3,940",上出来,陸運業
Marvelous Inc,7844,https://walletinvestor.com//tse-stock-forecast/7844-stock-prediction,724,悪い,情報・通信業
Arcs Co Ltd,9948,https://walletinvestor.com//tse-stock-forecast/9948-stock-prediction,"3,140",普通,小売業
QB Net Holdings Co,6571,https://walletinvestor.com//tse-stock-forecast/6571-stock-prediction,"1,212",上出来,サービス業
PKSHA Technology Inc,3993,https://walletinvestor.com//tse-stock-forecast/3993-stock-prediction,,,
eGuarantee Inc,8771,https://walletinvestor.com//tse-stock-forecast/8771-stock-prediction,"1,844",上出来,その他金融業
Shoei Co Ltd,7839,https://walletinvestor.com//tse-stock-forecast/7839-stock-prediction,"2,304",普通,その他製品
Elan Corp,6099,https://walletinvestor.com//tse-stock-forecast/6099-stock-prediction,914,上出来,サービス業
Starts Corp Inc,8850,https://walletinvestor.com//tse-stock-forecast/8850-stock-prediction,"3,105",上出来,不動産業
Tadano Ltd,6395,https://walletinvestor.com//tse-stock-forecast/6395-stock-prediction,"1,282.5",上出来,機械
KYB Corp,7242,https://walletinvestor.com//tse-stock-forecast/7242-stock-prediction,"5,150",悪い,輸送用機器
